Ours,10,19141016550621.550781
Ours,10,28132160049018.863281
Ours,10,20883998012294.246094
Ours,10,16739083513341.232422
Ours,10,33025640341344.785156
Ours,10,49299627772313.937500
Ours,10,20417002903573.960938
Ours,10,16982340451747.974609
Ours,10,26478566688759.339844
Ours,10,100199077059624.843750
Ours,10,15962341430853.083984
Ours,10,19554122973878.816406
Ours,10,69206640743605.007812
Ours,10,21414935870469.800781
Ours,10,20450000189010.371094
Ours,10,21280396043117.351562
Ours,10,54155481059078.546875
Ours,10,21020911405102.492188
Ours,10,17308493680657.818359
Ours,10,67403874170802.328125
Ours,10,19629497662354.722656
Ours,10,19594510907519.281250
Ours,10,189276076183475.843750
Ours,10,24452779314715.531250
Ours,10,27665854834325.617188
Ours,10,24993799534106.625000
Ours,10,21198448620590.078125
Ours,10,120081888252281.437500
Ours,10,1725003944906207.000000
Ours,10,235713762277196.531250
Ours,10,17840451724054.015625
Ours,10,25273892989080.035156
Ours,10,51353144086385.812500
Ours,10,19323707986480.351562
Ours,10,96609071492411.234375
Ours,10,17339293908508.744141
Ours,10,276217274353497.687500
Ours,10,123590956091778.015625
Ours,10,20323760411622.957031
Ours,10,26946139563978.777344
Ours,10,22803774648696.703125
Ours,10,35026052471015.832031
Ours,10,21662302028145.277344
Ours,10,54328355274753.507812
Ours,10,27830152884033.855469
Ours,10,22745339828328.312500
Ours,10,18847607140240.910156
Ours,10,29441603749923.878906
Ours,10,32452627743278.300781
Ours,10,33937935634326.546875
Ours,10,32993492979385.324219
Ours,10,43054899322637.156250
Ours,10,122774043444643.671875
Ours,10,20661045527776.523438
Ours,10,19887274986722.968750
Ours,10,17576950113154.542969
Ours,10,16288446924038.216797
Ours,10,34382041814318.472656
Ours,10,56959164032243.718750
Ours,10,44640000376274.367188
Ours,10,69091194029170.554688
Ours,10,26142791506845.785156
Ours,10,789468128772692.375000
Ours,10,248562221107312.343750
Ours,10,20448501767906.402344
Ours,10,41957268022858.148438
Ours,10,28269602734144.214844
Ours,10,26276707801872.199219
Ours,10,26539530607695.738281
Ours,10,24131410330151.070312
Ours,10,31349964630683.406250
Ours,10,17348672313292.042969
Ours,10,15829725751584.697266
Ours,10,17360930576635.050781
Ours,10,14730961157172.417969
Ours,10,18737854241799.984375
Ours,10,84430758316361.078125
Ours,10,22562487498097.390625
Ours,10,40440063337423.320312
Ours,10,50027870812497.546875
Ours,10,212856904893195.875000
Ours,10,26194091023642.984375
Ours,10,18881956564259.851562
Ours,10,21080759334747.550781
Ours,10,34552509002134.300781
Ours,10,17545557986317.222656
Ours,10,27154352717507.035156
Ours,10,22680754693176.511719
Ours,10,19943830835298.382812
Ours,10,27004947871671.656250
Ours,10,51720215379933.570312
Ours,10,58511863531940.578125
Ours,10,30709958138129.277344
Ours,10,28629170184728.335938
Ours,10,25054857892800.792969
Ours,10,16303351569225.253906
Ours,10,20567433573491.449219
Ours,10,26550690208314.335938
Ours,10,235323845130961.937500
Ours,10,20898879255465.625000
Ours,25,775984201926710.750000
Ours,25,2037307831565768.500000
Ours,25,12375973026848.636719
Ours,25,423940305088184.875000
Ours,25,6546381567215.997070
Ours,25,11411879922392.935547
Ours,25,9068706425975.886719
Ours,25,7082168778159.799805
Ours,25,9405895754461.755859
Ours,25,55714032246614.421875
Ours,25,33786264217994.496094
Ours,25,88739469523878.046875
Ours,25,9198870285560.044922
Ours,25,9444836702282.941406
Ours,25,33598038204045.976562
Ours,25,80047747774700.484375
Ours,25,5916739689868.491211
Ours,25,9963955927121.300781
Ours,25,8062102003355.996094
Ours,25,12359807644682.783203
Ours,25,6023611371872.847656
Ours,25,102404778982819.250000
Ours,25,6450659246371.753906
Ours,25,7026968114573.956055
Ours,25,6397920893642.022461
Ours,25,7712245613865.936523
Ours,25,6545015388996.495117
Ours,25,52544221523441.796875
Ours,25,187964527314784.406250
Ours,25,494293723484557.125000
Ours,25,16534363811878.181641
Ours,25,879681993286151.500000
Ours,25,19024901646651.863281
Ours,25,5780355052970.879883
Ours,25,14934377617766.037109
Ours,25,42945422176914.218750
Ours,25,6533620597889.903320
Ours,25,8486517944111.996094
Ours,25,15513262317596.445312
Ours,25,8673790015299.938477
Ours,25,16706460042117.109375
Ours,25,7003382968886.158203
Ours,25,14218364776936.591797
Ours,25,19219883526019.613281
Ours,25,88199959553278.218750
Ours,25,11755597089830.730469
Ours,25,36012909180381.523438
Ours,25,14793995720470.414062
Ours,25,8593749660948.364258
Ours,25,5166200984641.283203
Ours,25,7457116213674.963867
Ours,25,6081425742452.086914
Ours,25,6533823103539.284180
Ours,25,61928136732286.203125
Ours,25,6937410551530.755859
Ours,25,48517006124194.492188
