Ours (covariance),25,1098654.841704
Ours (covariance),25,1209037.742046
Ours (covariance),25,1128275.414402
Ours (covariance),25,1061219.709678
Ours (covariance),25,1120031.262522
Ours (covariance),50,735350.780571
Ours (covariance),50,753612.222889
Ours (covariance),50,802742.585454
Ours (covariance),50,761699.515763
Ours (covariance),50,810516.677008
Ours (covariance),50,721328.968806
Ours (covariance),50,751351.558944
Ours (covariance),50,736497.720590
Ours (covariance),50,773626.779984
Ours (covariance),50,705471.206038
Ours (covariance),100,525958.787226
Ours (covariance),100,591607.170269
Ours (covariance),100,550464.804843
Ours (covariance),100,581635.984206
Ours (covariance),100,538338.307250
Ours (covariance),100,563019.921950
Ours (covariance),100,554391.553296
Ours (covariance),100,519866.820997
Ours (covariance),100,587694.581597
Ours (covariance),100,541814.315839
Ours (covariance),250,345866.215132
Ours (covariance),250,365468.681948
Ours (covariance),250,351294.010585
Ours (covariance),250,347754.984685
Ours (covariance),250,344791.813829
Ours (covariance),250,362042.471489
Ours (covariance),250,349685.362102
Ours (covariance),250,344902.405751
Ours (covariance),250,350605.412674
Ours (covariance),250,353531.957163
Ours (covariance),500,246782.583348
Ours (covariance),500,256655.255380
Ours (covariance),500,250835.184302
Ours (covariance),500,250863.073563
Ours (covariance),500,252684.866960
Ours (covariance),500,254128.267170
Ours (covariance),500,255070.250506
Ours (covariance),500,258817.531255
Ours (covariance),500,253751.135043
Ours (covariance),500,2444778.793308
Ours (covariance),1000,180905.720768
Ours (covariance),1000,187418.761336
Ours (covariance),1000,181138.967481
Ours (covariance),1000,179412.423912
Ours (covariance),1000,185595.916377
Ours (covariance),1000,183072.651031
Ours (covariance),1000,181518.727027
Ours (covariance),1000,183314.410475
Ours (covariance),1000,180458.962474
Ours (covariance),1000,182807.063575
Ours (covariance),2500,117499.838691
Ours (covariance),2500,115569.110149
Ours (covariance),2500,115641.476591
Ours (covariance),2500,116754.212406
Ours (covariance),2500,115565.550801
Ours (covariance),2500,117502.595434
Ours (covariance),2500,114674.346269
Ours (covariance),2500,116503.658912
Ours (covariance),2500,116428.984230
Ours (covariance),2500,115834.965130
Ours (covariance),5000,82583.655183
Ours (covariance),5000,82980.509464
Ours (covariance),5000,82688.718050
Ours (covariance),5000,81837.370286
Ours (covariance),5000,82859.478373
Ours (covariance),5000,81389.000118
Ours (covariance),5000,82225.498403
Ours (covariance),5000,82924.027671
Ours (covariance),5000,82071.604674
Ours (covariance),5000,82149.801186
k-means++,10,3993378.675402
k-means++,10,1622679.124331
k-means++,10,1597999.184942
k-means++,10,1688411.668143
k-means++,10,1715042.701856
k-means++,10,4196103.948920
k-means++,10,2163605.063921
k-means++,10,2585229.950932
k-means++,10,3948501.362281
k-means++,10,1679567.943980
k-means++,25,1283795.100715
k-means++,25,1131966.466061
k-means++,25,1126425.077975
k-means++,25,973599.842806
k-means++,25,962545.318044
k-means++,25,1063048.100297
k-means++,25,1038694.205993
k-means++,25,939875.346252
k-means++,25,973536.335285
k-means++,25,1052759.525098
k-means++,50,735192.697131
k-means++,50,723261.823334
k-means++,50,795704.241152
k-means++,50,763435.439581
k-means++,50,716746.644266
k-means++,50,722288.818524
k-means++,50,786316.096583
k-means++,50,723420.833680
k-means++,50,702529.683114
k-means++,50,718221.609266
k-means++,100,510685.968313
k-means++,100,492735.650546
k-means++,100,527996.086598
k-means++,100,505261.018004
k-means++,100,507357.979740
k-means++,100,522381.792833
k-means++,100,548525.630497
k-means++,100,507889.051789
k-means++,100,485126.339608
k-means++,100,510641.238809
k-means++,250,320449.436861
k-means++,250,323572.143662
k-means++,250,322213.478239
k-means++,250,328510.542062
k-means++,250,323413.562762
k-means++,250,320700.336240
k-means++,250,325245.495667
k-means++,250,326067.345042
k-means++,250,317898.078949
k-means++,250,323734.693603
k-means++,500,232074.227095
k-means++,500,226547.542306
k-means++,500,226133.126411
k-means++,500,229204.652767
k-means++,500,226480.580246
k-means++,500,232308.252479
k-means++,500,227081.698995
k-means++,500,229165.094318
k-means++,500,225179.550776
k-means++,500,226755.953643
k-means++,1000,161437.029710
k-means++,1000,161266.896259
k-means++,1000,161464.977917
k-means++,1000,161764.321724
k-means++,1000,159841.442971
k-means++,1000,160189.935785
k-means++,1000,163630.459952
k-means++,1000,161441.045989
k-means++,1000,161976.994199
k-means++,1000,161829.543979
k-means++,2500,102496.308693
k-means++,2500,102313.989240
k-means++,2500,101708.734123
k-means++,2500,101489.602253
k-means++,2500,103070.478218
k-means++,2500,102046.098554
k-means++,2500,102164.823070
k-means++,2500,101459.349166
k-means++,2500,102297.146281
k-means++,2500,102526.328274
k-means++,5000,71416.201104
k-means++,5000,71530.636970
k-means++,5000,71614.126614
k-means++,5000,71541.346305
k-means++,5000,71659.677737
k-means++,5000,71825.887957
k-means++,5000,71514.092853
k-means++,5000,71662.752326
k-means++,5000,71768.449096
k-means++,5000,71771.570636
