Ours,10,5725322472.000000
Ours,10,454576024.000000
Ours,10,528183183.000000
Ours,10,504839183.000000
Ours,10,440366805.000000
Ours,10,419417007.000000
Ours,10,469963840.000000
Ours,10,454110610.000000
Ours,10,704255936.000000
Ours,10,524449788.000000
Ours,25,324198700.000000
Ours,25,318709424.000000
Ours,25,327713230.000000
Ours,25,366607751.000000
Ours,25,318481349.000000
Ours,25,352779865.000000
Ours,25,484899699.000000
Ours,25,293215994.000000
Ours,25,364692889.000000
Ours,25,339646306.000000
Ours,50,256324994.000000
Ours,50,239891362.000000
Ours,50,267321154.000000
Ours,50,290455504.000000
Ours,50,273392330.000000
Ours,50,244103465.000000
Ours,50,290187190.000000
Ours,50,259417068.000000
Ours,50,251710957.000000
Ours,50,276329865.000000
Ours,100,196681506.000000
Ours,100,214758447.000000
Ours,100,194823880.000000
Ours,100,189972954.000000
Ours,100,193758621.000000
Ours,100,204159627.000000
Ours,100,178897651.000000
Ours,100,218439196.000000
Ours,100,226023358.000000
Ours,100,193077108.000000
Ours,250,138140348.000000
Ours,250,142667420.000000
Ours,250,137703835.000000
Ours,250,145211454.000000
Ours,250,142863925.000000
Ours,250,141181909.000000
Ours,250,139575506.000000
Ours,250,143664944.000000
Ours,250,136621988.000000
Ours,250,134810890.000000
Ours,500,112327708.000000
Ours,500,115919061.000000
Ours,500,108698906.000000
Ours,500,113022510.000000
Ours,500,109777791.000000
Ours,500,110720149.000000
Ours,500,112810317.000000
Ours,500,107193920.000000
Ours,500,116643723.000000
Ours,500,110249921.000000
Ours,1000,94366756.000000
Ours,1000,85793036.000000
Ours,1000,91656370.000000
Ours,1000,87594352.000000
Ours,1000,88408305.000000
Ours,1000,85769651.000000
Ours,1000,89092109.000000
Ours,1000,90975138.000000
Ours,1000,90938605.000000
Ours,1000,89235391.000000
Ours,2500,68862834.000000
Ours,2500,63151048.000000
Ours,2500,70508047.000000
Ours,2500,65655787.000000
Ours,2500,68246166.000000
Ours,2500,64948406.000000
Ours,2500,68554956.000000
Ours,2500,65923120.000000
Ours,2500,67268993.000000
Ours,2500,68137889.000000
Ours,5000,54888091.000000
Ours,5000,55701610.000000
Ours,5000,54639806.000000
Ours,5000,57430109.000000
Ours,5000,57616239.000000
Ours,5000,53636549.000000
Ours,5000,55070476.000000
Ours,5000,55095053.000000
Ours,5000,53217969.000000
Ours,5000,57393196.000000
Ours (biased),10,586863641.000000
Ours (biased),10,633693788.000000
Ours (biased),10,437319887.000000
Ours (biased),10,629168313.000000
Ours (biased),10,634171194.000000
Ours (biased),10,553211871.000000
Ours (biased),10,738671230.000000
Ours (biased),10,647275741.000000
Ours (biased),10,514313213.000000
Ours (biased),10,451864733.000000
Ours (biased),25,434063735.000000
Ours (biased),25,344190783.000000
Ours (biased),25,349668398.000000
Ours (biased),25,307012845.000000
Ours (biased),25,303528690.000000
Ours (biased),25,445419195.000000
Ours (biased),25,345743733.000000
Ours (biased),25,331555556.000000
Ours (biased),25,468082200.000000
Ours (biased),25,372308538.000000
Ours (biased),50,265676614.000000
Ours (biased),50,239012614.000000
Ours (biased),50,267147933.000000
Ours (biased),50,262745753.000000
Ours (biased),50,251126119.000000
Ours (biased),50,271956383.000000
Ours (biased),50,266712775.000000
Ours (biased),50,273964267.000000
Ours (biased),50,270694742.000000
Ours (biased),50,325274387.000000
Ours (biased),100,236371976.000000
Ours (biased),100,208113693.000000
Ours (biased),100,198986698.000000
Ours (biased),100,202704276.000000
Ours (biased),100,199596873.000000
Ours (biased),100,219155793.000000
Ours (biased),100,191539461.000000
Ours (biased),100,206699507.000000
Ours (biased),100,183058905.000000
Ours (biased),100,213874742.000000
Ours (biased),250,151183987.000000
Ours (biased),250,147351717.000000
Ours (biased),250,163026239.000000
Ours (biased),250,156644200.000000
Ours (biased),250,147416046.000000
Ours (biased),250,150556109.000000
Ours (biased),250,142671706.000000
Ours (biased),250,143784637.000000
Ours (biased),250,148988780.000000
Ours (biased),250,152846042.000000
Ours (biased),500,118921518.000000
Ours (biased),500,109156139.000000
Ours (biased),500,114066333.000000
Ours (biased),500,117024659.000000
Ours (biased),500,125750287.000000
Ours (biased),500,132455454.000000
Ours (biased),500,115763232.000000
Ours (biased),500,118119306.000000
Ours (biased),500,127552812.000000
Ours (biased),500,129010226.000000
Ours (biased),1000,96477827.000000
Ours (biased),1000,96765271.000000
Ours (biased),1000,90522754.000000
Ours (biased),1000,99419459.000000
Ours (biased),1000,103725184.000000
Ours (biased),1000,91323038.000000
Ours (biased),1000,94755956.000000
Ours (biased),1000,99524961.000000
Ours (biased),1000,94138811.000000
Ours (biased),1000,103706211.000000
Ours (biased),2500,65833011.000000
Ours (biased),2500,70852242.000000
Ours (biased),2500,66128453.000000
Ours (biased),2500,77230854.000000
Ours (biased),2500,75294095.000000
Ours (biased),2500,76219193.000000
Ours (biased),2500,75021859.000000
Ours (biased),2500,70488305.000000
Ours (biased),2500,71048323.000000
Ours (biased),2500,78515832.000000
Ours (biased),5000,60645053.000000
Ours (biased),5000,61214642.000000
Ours (biased),5000,55106083.000000
Ours (biased),5000,57976334.000000
Ours (biased),5000,59624313.000000
Ours (biased),5000,60587055.000000
Ours (biased),5000,62048325.000000
Ours (biased),5000,62103482.000000
Ours (biased),5000,60456461.000000
Ours (biased),5000,52656332.000000
Ours (covariance),10,485386969.000000
Ours (covariance),10,460978417.000000
Ours (covariance),10,549613576.000000
Ours (covariance),10,450966166.000000
Ours (covariance),10,538516004.000000
Ours (covariance),10,548985161.000000
Ours (covariance),10,627327446.000000
Ours (covariance),10,529416765.000000
Ours (covariance),10,496605280.000000
Ours (covariance),10,541635980.000000
Ours (covariance),25,366049106.000000
Ours (covariance),25,297692411.000000
Ours (covariance),25,514126494.000000
Ours (covariance),25,342495280.000000
Ours (covariance),25,522747782.000000
Ours (covariance),25,320658160.000000
Ours (covariance),25,373642287.000000
Ours (covariance),25,307846218.000000
Ours (covariance),25,353625161.000000
Ours (covariance),25,326333587.000000
Ours (covariance),50,382224769.000000
Ours (covariance),50,267230435.000000
Ours (covariance),50,247293353.000000
Ours (covariance),50,265684144.000000
Ours (covariance),50,258811340.000000
Ours (covariance),50,248414850.000000
Ours (covariance),50,266808369.000000
Ours (covariance),50,278902395.000000
Ours (covariance),50,286640991.000000
Ours (covariance),50,268691733.000000
Ours (covariance),100,217104067.000000
Ours (covariance),100,188629410.000000
Ours (covariance),100,223450617.000000
Ours (covariance),100,237699728.000000
Ours (covariance),100,219066241.000000
Ours (covariance),100,225447349.000000
Ours (covariance),100,208749364.000000
Ours (covariance),100,203964871.000000
Ours (covariance),100,199959167.000000
Ours (covariance),100,207000880.000000
Ours (covariance),250,141471164.000000
Ours (covariance),250,148827582.000000
Ours (covariance),250,144779019.000000
Ours (covariance),250,150416435.000000
Ours (covariance),250,163519369.000000
Ours (covariance),250,144616769.000000
Ours (covariance),250,153755007.000000
Ours (covariance),250,143840458.000000
Ours (covariance),250,147311649.000000
Ours (covariance),250,151866777.000000
Ours (covariance),500,119716633.000000
Ours (covariance),500,118311661.000000
Ours (covariance),500,113085810.000000
Ours (covariance),500,129283067.000000
Ours (covariance),500,121977854.000000
Ours (covariance),500,116036090.000000
Ours (covariance),500,115715677.000000
Ours (covariance),500,121599055.000000
Ours (covariance),500,126088650.000000
Ours (covariance),500,117254985.000000
Ours (covariance),1000,87075393.000000
Ours (covariance),1000,89924398.000000
Ours (covariance),1000,95371420.000000
Ours (covariance),1000,96518286.000000
Ours (covariance),1000,107339669.000000
Ours (covariance),1000,99264834.000000
Ours (covariance),1000,94421062.000000
Ours (covariance),1000,101373923.000000
Ours (covariance),1000,98454399.000000
Ours (covariance),1000,104396101.000000
Ours (covariance),2500,71692073.000000
Ours (covariance),2500,69351203.000000
Ours (covariance),2500,73356758.000000
Ours (covariance),2500,74023280.000000
Ours (covariance),2500,76131911.000000
Ours (covariance),2500,69325992.000000
Ours (covariance),2500,74388150.000000
Ours (covariance),2500,70240416.000000
Ours (covariance),2500,72368472.000000
Ours (covariance),2500,77779555.000000
Ours (covariance),5000,60736878.000000
Ours (covariance),5000,55169258.000000
Ours (covariance),5000,58921344.000000
Ours (covariance),5000,55295949.000000
Ours (covariance),5000,55511292.000000
Ours (covariance),5000,61507394.000000
Ours (covariance),5000,62239848.000000
Ours (covariance),5000,60643419.000000
Ours (covariance),5000,55978994.000000
Ours (covariance),5000,58478634.000000
k-means++,10,489830641.000000
k-means++,10,454220393.000000
k-means++,10,633695631.000000
k-means++,10,411780557.000000
k-means++,10,419217640.000000
k-means++,10,430268626.000000
k-means++,10,554169359.000000
k-means++,10,520197492.000000
k-means++,10,426610156.000000
k-means++,10,474792257.000000
k-means++,25,296927161.000000
k-means++,25,332259313.000000
k-means++,25,303690179.000000
k-means++,25,285946432.000000
k-means++,25,308253530.000000
k-means++,25,303097462.000000
k-means++,25,321431403.000000
k-means++,25,303188866.000000
k-means++,25,334724061.000000
k-means++,25,324271212.000000
k-means++,50,233224732.000000
k-means++,50,221112869.000000
k-means++,50,232821837.000000
k-means++,50,219087020.000000
k-means++,50,232247040.000000
k-means++,50,230729156.000000
k-means++,50,236912361.000000
k-means++,50,241415810.000000
k-means++,50,239471060.000000
k-means++,50,242838923.000000
k-means++,100,174004014.000000
k-means++,100,179710130.000000
k-means++,100,170716107.000000
k-means++,100,172859667.000000
k-means++,100,166845022.000000
k-means++,100,180555240.000000
k-means++,100,170389666.000000
k-means++,100,178410238.000000
k-means++,100,180083599.000000
k-means++,100,183983480.000000
k-means++,250,123222631.000000
k-means++,250,125420503.000000
k-means++,250,126872340.000000
k-means++,250,125988071.000000
k-means++,250,120196619.000000
k-means++,250,121485916.000000
k-means++,250,126315597.000000
k-means++,250,122642229.000000
k-means++,250,123584608.000000
k-means++,250,123459107.000000
k-means++,500,96746794.000000
k-means++,500,97675886.000000
k-means++,500,97944916.000000
k-means++,500,99609731.000000
k-means++,500,98350243.000000
k-means++,500,98533949.000000
k-means++,500,97481081.000000
k-means++,500,99008737.000000
k-means++,500,96598183.000000
k-means++,500,98484950.000000
k-means++,1000,77834695.000000
k-means++,1000,80038941.000000
k-means++,1000,77342308.000000
k-means++,1000,78653179.000000
k-means++,1000,76869507.000000
k-means++,1000,76984499.000000
k-means++,1000,77504809.000000
k-means++,1000,77074426.000000
k-means++,1000,76869204.000000
k-means++,1000,78211842.000000
k-means++,2500,58328425.000000
k-means++,2500,58360472.000000
k-means++,2500,58867937.000000
k-means++,2500,58484653.000000
k-means++,2500,58856609.000000
k-means++,2500,59094330.000000
k-means++,2500,58505968.000000
k-means++,2500,58973822.000000
k-means++,2500,58686121.000000
k-means++,2500,58834240.000000
k-means++,5000,48281895.000000
k-means++,5000,48238678.000000
k-means++,5000,48286333.000000
k-means++,5000,48386358.000000
k-means++,5000,48244923.000000
k-means++,5000,48168845.000000
k-means++,5000,48098766.000000
k-means++,5000,48125863.000000
k-means++,5000,48668984.000000
k-means++,5000,48219928.000000
